K,M_in,M_out,oversample,cutoff_mode,converged_oversampled,solve_status,oversampled_residual_linf,projected_residual_linf,core_residual_linf,weighted_projected_residual_l1_nu,weighted_core_residual_l1_nu,weighted_u_l1_nu,elapsed_seconds,output_npz,record_path
0.971635,4096,4096,2,,False,line-search-failed,7.097484516771502e-09,8.327361055717864e-10,7.334671509040547e-09,6.710242261216318e-07,3.466250710253357e-06,0.10678345101570377,6.720019817352295,artifacts/proof_audit/theorem_iii_trackb/phase4f_lsq_polish_M4096_os2/embeddings/K0p9716350000_M4096_lsqdealias2_full_fromM1024.npz,artifacts/proof_audit/theorem_iii_trackb/phase4f_lsq_polish_M4096_os2/records/K0p9716350000_M4096_lsqdealias2_full_fromM1024.phase4f_lsq_polish.json
