K,M_in,M_out,oversample,cutoff_mode,converged_oversampled,solve_status,oversampled_residual_linf,projected_residual_linf,core_residual_linf,weighted_projected_residual_l1_nu,weighted_core_residual_l1_nu,weighted_u_l1_nu,elapsed_seconds,output_npz,record_path
0.971635,4096,4096,4,,False,line-search-failed,3.9115612970874736e-09,2.2280704604429644e-09,1.069658804534173e-06,6.084886036356093e-07,0.0005452306888314462,0.10740361488678636,41.79841613769531,artifacts/proof_audit/theorem_iii_trackb/phase4f_lsq_polish_M4096_os4_from_os2/embeddings/K0p9716350000_M4096_lsqdealias4_full_fromM1024.npz,artifacts/proof_audit/theorem_iii_trackb/phase4f_lsq_polish_M4096_os4_from_os2/records/K0p9716350000_M4096_lsqdealias4_full_fromM1024.phase4f_lsq_polish.json
