K,M_in,M_out,converged_projected,solve_status,projected_residual_linf,core_residual_linf,oversampled_residual_linf,weighted_projected_residual_l1_nu,weighted_u_l1_nu,output_npz,record_path,elapsed_seconds
0.971635,4096,4096,False,converged-projected,5.597262694104812e-13,3.325398958975434e-08,3.3122457110401626e-08,4.754703533542249e-11,0.11368498838671612,artifacts/proof_audit/theorem_iii_trackb/phase4e_dealiased_polish_M4096_only/embeddings/K0p9716350000_M4096_dealias4_fromM4096.npz,artifacts/proof_audit/theorem_iii_trackb/phase4e_dealiased_polish_M4096_only/records/K0p9716350000_M4096_dealias4_fromM4096.phase4e_dealiased_polish.json,376.0614230632782
