K,M,embedding_residual_linf_max,scalar_residual_linf,upper_triangular_defect_linf_max,a11_minus_1_linf,a21_linf,a22_minus_1_linf,twist_average,twist_min,twist_max,twist_centered_linf,frame_tangent_norm_min,frame_tangent_norm_max,frame_normal_norm_max,frame_det_defect_linf,rep_nu,rep_embedding_residual_l1_nu_proxy,rep_a21_l1_nu,rep_Z_proxy,rep_Q_proxy,rep_radii_margin_proxy,rep_radii_proxy_positive_margin,recommendation_label,recommendation_score,npz_path,record_path
0.9705,128,1.065193764073118,1.1789180742738381e-14,0.02396812460098008,0.02396812460098008,0.01733260603098108,0.0012160297036132306,1.2348010582955684,-0.11515444495226645,3.548220213148326,2.3134191548527574,0.647470496402529,3.7097072707139405,1.5444719188846334,2.220446049250313e-16,1.003,2.9191457261742855,0.02019143582207098,0.8454112322775672,1139.6901008078667,-62155306.54720488,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9705000000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9705000000_M128_steps44.phase4_auto_reducibility_audit.json
0.9705,256,1.1100610108232822,2.041700142285663e-12,0.025945694241266026,0.025945694241266026,0.004864366313567903,0.0003247146443858817,1.27364237542913,-0.15279072599599064,4.589958484383944,3.3163161089548137,0.5648618612880849,4.4110217252003965,1.7703443417469293,2.220446049250313e-16,1.003,3.306787505795742,0.00738913387832892,0.8277024488352084,1504.2671030027095,-105273104.1812364,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9705000000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9705000000_M256_steps44.phase4_auto_reducibility_audit.json
0.9705,1024,1.0429906398242876,1.315874492702207e-14,0.012460253992410242,0.012460253992410242,0.0006953145473142606,5.4063473937437934e-05,1.3250900814599538,-0.1545096282520355,5.165223690126682,3.8401336086667284,0.5354943964352231,5.923776982496318,1.8674331732637774,2.220446049250313e-16,1.003,4.8404308973329515,0.004980271278201538,1.025696991711202,2480.234802992398,-371912587.13569564,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9705000000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9705000000_M1024_steps44.phase4_auto_reducibility_audit.json
0.971,128,1.0651937640731177,7.424616477180734e-15,0.024855734114639927,0.024855734114639927,0.017981546801985715,0.0012560460411166208,1.2375756772150817,-0.115812222675093,3.563129666231768,2.3255539890166865,0.6462084936427289,3.732354240135447,1.5474881711364086,2.220446049250313e-16,1.003,2.919145726174283,0.02094002991902459,0.8767862158005834,1151.1546468269994,-62780556.22556868,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9710000000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9710000000_M128_steps44.phase4_auto_reducibility_audit.json
0.971,256,1.1100610108232738,2.407601895626499e-12,0.027933743846193626,0.027933743846193626,0.005251868965169493,0.00034857778054031563,1.2793656946187486,-0.1557940689733861,4.67092759850687,3.391561903888121,0.5597488853480245,4.462573633457216,1.7865153931985926,2.220446049250313e-16,1.003,3.3067875057957963,0.007969773780804835,0.8928519483641899,1533.7300415117436,-107335026.2150776,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9710000000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9710000000_M256_steps44.phase4_auto_reducibility_audit.json
0.971,1024,1.0429906398242856,1.4450246554886803e-14,0.01571338403033229,0.01571338403033229,0.0009232828907947809,7.059886340021748e-05,1.3422544355275625,-0.1604796666682281,5.425821576725833,4.083567141198271,0.5224158514567251,6.160940295776908,1.9141838771001307,2.220446049250313e-16,1.003,4.840430897332958,0.006530297038827404,1.3191898412861556,2656.021672970922,-398272036.1858755,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9710000000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9710000000_M1024_steps44.phase4_auto_reducibility_audit.json
0.97125,128,1.0651937640731177,1.4710455076283324e-14,0.02531130450502972,0.02531130450502972,0.01831498508875784,0.0012765275577502067,1.2389884434739202,-0.1161435201347194,3.57065394642479,2.33166550295087,0.6455747899266138,3.7437918153537626,1.5490072035087923,2.220446049250313e-16,1.003,2.9191457261742864,0.021324530584599967,0.8928941873712279,1156.9657196785329,-63097478.67271168,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9712500000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9712500000_M128_steps44.phase4_auto_reducibility_audit.json
0.97125,256,1.1100610108232698,2.611244553918368e-12,0.028981680644357466,0.028981680644357466,0.005456901381588608,0.00036113265069714906,1.2823339646456091,-0.15735239695338976,4.712974417737813,3.430640453092204,0.557142712134308,4.4888424933970805,1.7948722620263482,2.220446049250313e-16,1.003,3.3067875057958265,0.008276551110155008,0.9272480000678005,1548.853863860206,-108393445.76002935,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9712500000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9712500000_M256_steps44.phase4_auto_reducibility_audit.json
0.97125,1024,1.0429906398242805,3.422956362797436e-14,0.01759032829300189,0.01759032829300189,0.0010621573427415359,8.059250117742334e-05,1.3519167967828563,-0.16379064507418062,5.572951460920771,4.221034664137914,0.5154288810111813,6.28776187473409,1.9401318723897947,2.220446049250313e-16,1.003,4.840430897332977,0.0074658555801293,1.4931692236293677,2752.5222806781635,-412742421.4202178,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9712500000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9712500000_M1024_steps44.phase4_auto_reducibility_audit.json
0.9715,128,1.065193764073118,9.166278847061449e-15,0.025774890883224932,0.025774890883224932,0.018654543717971706,0.0012973308278700912,1.240418520616803,-0.11647644002419955,3.5782250374920572,2.337806516875254,0.6449392848431835,3.7553059930469406,1.5505335517639451,2.220446049250313e-16,1.003,2.919145726174275,0.02171599180418346,0.9092887683543402,1162.8299979631406,-63417302.85336982,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9715000000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9715000000_M128_steps44.phase4_auto_reducibility_audit.json
0.9715,256,1.1100610108232654,2.8296809340133677e-12,0.03006715738712551,0.03006715738712551,0.005669826575903869,0.0003741705891815439,1.2853761572350793,-0.15895012940240583,4.756106296982479,3.4707301397474,0.5545031536236079,4.5154437844723585,1.8034162537491925,2.220446049250313e-16,1.003,3.30678750579586,0.008594818295571814,0.9629140361994163,1564.2453840024464,-109470599.93540639,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9715000000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9715000000_M256_steps44.phase4_auto_reducibility_audit.json
0.9715,1024,1.0429906398242814,4.481900961472718e-13,0.019647433828117622,0.019647433828117622,0.0012204482608066166,9.193766782111812e-05,1.3624009123150351,-0.16734560845919566,5.73285038976197,4.370449477446935,0.5081342748750666,6.420323804219123,1.9679837583203124,2.220446049250313e-16,1.003,4.840430897333442,0.008525715183118683,1.687837850209193,2855.260263263882,-428148112.3733605,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9715000000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9715000000_M1024_steps44.phase4_auto_reducibility_audit.json
0.9716,128,1.0651937640731177,5.3637649877202875e-15,0.025962599338057113,0.025962599338057113,0.018792105099793233,0.0013057432758787346,1.2409954565489594,-0.11661006509852762,3.581266655218695,2.3402711986697358,0.644684578387588,3.7599332033088393,1.5511461473160826,2.220446049250313e-16,1.003,2.919145726174282,0.021874552271478526,0.915927925801975,1165.1907205237392,-63546051.21352023,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716000000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716000000_M128_steps44.phase4_auto_reducibility_audit.json
0.9716,256,1.1100610108232631,2.9208024887594775e-12,0.03051213637101191,0.03051213637101191,0.005757271418943333,0.00037954145179885934,1.286614226827318,-0.15960054118991085,4.773670472542088,3.4870562457147702,0.5534379411114757,4.526178009368747,1.8068873232501705,2.220446049250313e-16,1.003,3.3067875057958744,0.008725432330487885,0.9775458351914038,1570.477987598676,-109906780.09797756,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716000000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716000000_M256_steps44.phase4_auto_reducibility_audit.json
0.9716,1024,1.0429906398242812,9.226230890391207e-13,0.02052279722683381,0.02052279722683381,0.0012897288560974746,9.689264021983668e-05,1.3668438515169725,-0.16884091564027837,5.800681661477295,4.433837809960322,0.5051288779776065,6.474996277476838,1.9796927944482563,2.220446049250313e-16,1.003,4.840430897333995,0.008987709000115146,1.771982212601615,2898.190714943671,-434585589.20317024,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716000000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716000000_M1024_steps44.phase4_auto_reducibility_audit.json
0.971635,128,1.065193764073118,4.649058915617843e-16,0.026028606832927625,0.026028606832927625,0.018840488324793014,0.0013087000302205443,1.2411980513858025,-0.11665689582355698,3.582333007664034,2.3411349562782315,0.6445953630557307,3.76155564250173,1.5513608339648286,2.220446049250313e-16,1.003,2.91914572617428,0.0219303175564509,0.9182627035576081,1166.0190098308926,-63591224.20197411,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716350000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716350000_M128_steps44.phase4_auto_reducibility_audit.json
0.971635,256,1.1100610108232631,2.9379831900655518e-12,0.03066935988307906,0.03066935988307906,0.005788189951871026,0.00038143851346650326,1.2870504557970626,-0.15982973866868544,4.7798606503542285,3.492810194557166,0.5530638457680735,4.529947692327991,1.8081095114999588,2.220446049250313e-16,1.003,3.3067875057958807,0.008771601677427658,0.982717172855706,1572.669748881816,-110060167.49391213,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716350000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716350000_M256_steps44.phase4_auto_reducibility_audit.json
0.971635,1024,1.0429906398242799,5.707517791719852e-13,0.020836362724885427,0.020836362724885427,0.0013148309258450563,9.868741151941585e-05,1.3684343216053776,-0.1693746803054076,5.8249735642957505,4.456539242690373,0.5040650475635294,6.494357590913816,1.9838709405336536,2.220446049250313e-16,1.003,4.840430897332284,0.00915484130056771,1.8023308422132096,2913.472144591547,-436877059.5235806,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716350000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716350000_M1024_steps44.phase4_auto_reducibility_audit.json
0.97165,128,1.0651937640731175,3.0531133177191805e-15,0.026056945051638913,0.026056945051638913,0.018861261702650012,0.0013099691843012629,1.2412849839746776,-0.11667697598229942,3.5827902997943144,2.341505315819637,0.6445571171101621,3.762251436861169,1.5514528867254578,2.220446049250313e-16,1.003,2.9191457261742784,0.021954259829112314,0.9192650860018978,1166.3743148162384,-63610601.71660155,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716500000_M128_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716500000_M128_steps44.phase4_auto_reducibility_audit.json
0.97165,256,1.1100610108232627,2.951722199995288e-12,0.030736977964469614,0.030736977964469614,0.0058014907585306474,0.00038225429524629817,1.2872378748469138,-0.15992821431595972,4.782520406284594,3.4952825314376805,0.552903317250129,4.531565290559189,1.8086344733352504,2.220446049250313e-16,1.003,3.3067875057958815,0.008791461157375655,0.9849414863924256,1573.6107236247644,-110126020.31692229,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716500000_M256_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716500000_M256_steps44.phase4_auto_reducibility_audit.json
0.97165,1024,1.0429906398242805,8.193792866428851e-13,0.020971999908594108,0.020971999908594108,0.0013257275848898315,9.946559653828402e-05,1.3691216900499752,-0.16960505969715223,5.835473143796769,4.466351453746793,0.5036072157852686,6.502691333007866,1.9856744872900842,2.220446049250313e-16,1.003,4.840430897333876,0.009227349853624178,1.8154835121294717,2920.062405807502,-437865277.81966984,False,weak_or_needs_auto_reducibility_improvement,1,artifacts/proof_audit/theorem_iii_trackb/phase1_seed/embeddings/K0p9716500000_M1024_steps44.npz,artifacts/proof_audit/theorem_iii_trackb/phase4_auto_reducibility/records/K0p9716500000_M1024_steps44.phase4_auto_reducibility_audit.json
