K,M_in,M_out,converged,residual_linf,residual_l1_nu,tail_ratio_top_10pct,estimated_strip_width,output_npz,record_path
0.971635,1024,2048,True,1.195614292850383e-14,1.7115220971138887e-13,3.5397536809249247e-05,0.007827759939561479,artifacts/proof_audit/theorem_iii_trackb/phase4c_refined_seeds/embeddings/K0p9716350000_M2048_fromM1024.npz,artifacts/proof_audit/theorem_iii_trackb/phase4c_refined_seeds/records/K0p9716350000_M2048_fromM1024.phase4c_refine_from_seed.json
0.971635,1024,4096,True,1.0556766922197051e-13,7.948785055329806e-12,1.3281832729621478e-05,0.004483410422622631,artifacts/proof_audit/theorem_iii_trackb/phase4c_refined_seeds/embeddings/K0p9716350000_M4096_fromM1024.npz,artifacts/proof_audit/theorem_iii_trackb/phase4c_refined_seeds/records/K0p9716350000_M4096_fromM1024.phase4c_refine_from_seed.json
