K,M_in,M_out,converged,residual_linf,residual_l1_nu,tail_ratio_top_10pct,estimated_strip_width,output_npz,record_path
0.971635,4096,8192,True,1.3061773884714967e-13,6.0869971886777496e-09,4.077077456904587e-06,0.0020584177044761657,artifacts/proof_audit/theorem_iii_trackb/phase4h_native_M8192_refine_compare/embeddings/K0p9716350000_M8192_fromM4096.npz,artifacts/proof_audit/theorem_iii_trackb/phase4h_native_M8192_refine_compare/records/K0p9716350000_M8192_fromM4096.phase4c_refine_from_seed.json
0.971635,4096,8192,True,1.4577228313328305e-13,6.7888697047801794e-09,4.077078521900823e-06,0.0020584175054587164,artifacts/proof_audit/theorem_iii_trackb/phase4h_native_M8192_refine_compare/embeddings/K0p9716350000_M8192_fromM4096.npz,artifacts/proof_audit/theorem_iii_trackb/phase4h_native_M8192_refine_compare/records/K0p9716350000_M8192_fromM4096.phase4c_refine_from_seed.json
